"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.tweet_url","Answer.categories","Approve","Reject"
"3EQPA8A3744VXQ1AIZLFT1AK8NRZJ3","33SOUKKDKX8IN5TALKX5CVRFBPM1X7","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Wed Jan 03 03:51:57 PST 2018","2","BatchId:3066109;OriginalHitTemplateId:926051498;","1800","259200","Thu Jan 04 03:51:57 PST 2018","","","3ATPCQ38J9IMERMUI9BLBETJRN6AY3","A2LV5432PV1S39","Submitted","Wed Jan 03 04:03:55 PST 2018","Wed Jan 03 04:04:02 PST 2018","Sat Jan 06 04:04:02 PST 2018","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/499.html","category 2"
"3EQPA8A3744VXQ1AIZLFT1AK8NRZJ3","33SOUKKDKX8IN5TALKX5CVRFBPM1X7","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Wed Jan 03 03:51:57 PST 2018","2","BatchId:3066109;OriginalHitTemplateId:926051498;","1800","259200","Thu Jan 04 03:51:57 PST 2018","","","3NC5L260MPU5G4Z0N2OFNO68ATKFOA","A3PRZRK9IC5CBI","Submitted","Wed Jan 03 04:04:05 PST 2018","Wed Jan 03 04:06:11 PST 2018","Sat Jan 06 04:06:11 PST 2018","","","","126","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/499.html","category 7"
"3APP19WN71MJIERY8O31ZQP9BRE6GG","33SOUKKDKX8IN5TALKX5CVRFBPM1X7","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Wed Jan 03 03:51:57 PST 2018","2","BatchId:3066109;OriginalHitTemplateId:926051498;","1800","259200","Thu Jan 04 03:51:57 PST 2018","","","39JEC7537V9T3CONXCKSAAFD99OVCG","A2CFE6AZS73RNS","Submitted","Wed Jan 03 04:03:57 PST 2018","Wed Jan 03 04:04:05 PST 2018","Sat Jan 06 04:04:05 PST 2018","","","","8","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/500.html","category 1"
"3APP19WN71MJIERY8O31ZQP9BRE6GG","33SOUKKDKX8IN5TALKX5CVRFBPM1X7","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Wed Jan 03 03:51:57 PST 2018","2","BatchId:3066109;OriginalHitTemplateId:926051498;","1800","259200","Thu Jan 04 03:51:57 PST 2018","","","3JPSL1DZ5T7S2SIGB72AUYVCN32AND","ATHS9GUME1XCA","Submitted","Wed Jan 03 04:03:32 PST 2018","Wed Jan 03 04:03:47 PST 2018","Sat Jan 06 04:03:47 PST 2018","","","","15","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/500.html","category 4"
"382GHPVPHSZ49FBWUL32JYGMBV343L","33SOUKKDKX8IN5TALKX5CVRFBPM1X7","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Wed Jan 03 03:51:57 PST 2018","2","BatchId:3066109;OriginalHitTemplateId:926051498;","1800","259200","Thu Jan 04 03:51:57 PST 2018","","","37UQDCYH6Y3NRVTR6VCHUONZ8YY7V0","A3PRZRK9IC5CBI","Submitted","Wed Jan 03 04:03:31 PST 2018","Wed Jan 03 04:05:12 PST 2018","Sat Jan 06 04:05:12 PST 2018","","","","101","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/501.html","category 1"
"382GHPVPHSZ49FBWUL32JYGMBV343L","33SOUKKDKX8IN5TALKX5CVRFBPM1X7","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Wed Jan 03 03:51:57 PST 2018","2","BatchId:3066109;OriginalHitTemplateId:926051498;","1800","259200","Thu Jan 04 03:51:57 PST 2018","","","3R2UR8A0IBOMGQQLNWU1TV6FEYFXOI","A2CFE6AZS73RNS","Submitted","Wed Jan 03 04:03:22 PST 2018","Wed Jan 03 04:03:29 PST 2018","Sat Jan 06 04:03:29 PST 2018","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/501.html","category 1"
"3A520CCNWN8ML27AS6UPFS6JUUPEAX","33SOUKKDKX8IN5TALKX5CVRFBPM1X7","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Wed Jan 03 03:51:57 PST 2018","2","BatchId:3066109;OriginalHitTemplateId:926051498;","1800","259200","Thu Jan 04 03:51:57 PST 2018","","","3O6CYIULEE924V5S9DAOQIKXNIXWU1","A2NJ7N8INZOB00","Submitted","Wed Jan 03 03:57:39 PST 2018","Wed Jan 03 03:57:46 PST 2018","Sat Jan 06 03:57:46 PST 2018","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/502.html","category 1"
"3A520CCNWN8ML27AS6UPFS6JUUPEAX","33SOUKKDKX8IN5TALKX5CVRFBPM1X7","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Wed Jan 03 03:51:57 PST 2018","2","BatchId:3066109;OriginalHitTemplateId:926051498;","1800","259200","Thu Jan 04 03:51:57 PST 2018","","","3T111IHZ5FYZC703C85R7NP2II8R92","A33M7EZ72P8TWF","Submitted","Wed Jan 03 03:52:27 PST 2018","Wed Jan 03 04:01:34 PST 2018","Sat Jan 06 04:01:34 PST 2018","","","","547","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/502.html","category 1"
"3TTPFEFXCTSXIAM9SULJKQ1AQRR6HF","33SOUKKDKX8IN5TALKX5CVRFBPM1X7","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Wed Jan 03 03:51:57 PST 2018","2","BatchId:3066109;OriginalHitTemplateId:926051498;","1800","259200","Thu Jan 04 03:51:57 PST 2018","","","30H4UDGLT3QT7E3IOP577EV7HZRPM7","ATHS9GUME1XCA","Submitted","Wed Jan 03 03:58:02 PST 2018","Wed Jan 03 03:58:11 PST 2018","Sat Jan 06 03:58:11 PST 2018","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/503.html","category 1"
"3TTPFEFXCTSXIAM9SULJKQ1AQRR6HF","33SOUKKDKX8IN5TALKX5CVRFBPM1X7","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Wed Jan 03 03:51:57 PST 2018","2","BatchId:3066109;OriginalHitTemplateId:926051498;","1800","259200","Thu Jan 04 03:51:57 PST 2018","","","324G5B4FB4G7YUSB3YOS9VX9E2L071","A3PRZRK9IC5CBI","Submitted","Wed Jan 03 04:02:28 PST 2018","Wed Jan 03 04:03:09 PST 2018","Sat Jan 06 04:03:09 PST 2018","","","","41","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/503.html","category 1"
