"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.tweet_url","Answer.categories","Answer.doNotRedirect","Approve","Reject"
"3U74KRR67MTVU4JWR5OP0KQKWCZNT6","33SOUKKDKX8IN5TALKX5CVRFBPM1X7","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Wed Jan 03 11:32:22 PST 2018","2","BatchId:3066589;OriginalHitTemplateId:926051498;","1800","259200","Thu Jan 04 11:32:22 PST 2018","","","3NS0A6KXC5GNT8920V5EL7DOVD7GZY","A2QLSHXNCHBRN4","Submitted","Wed Jan 03 11:33:44 PST 2018","Wed Jan 03 11:34:15 PST 2018","Sat Jan 06 11:34:15 PST 2018","","","","31","100% (196/196)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/699.html","category 1",""
"3U74KRR67MTVU4JWR5OP0KQKWCZNT6","33SOUKKDKX8IN5TALKX5CVRFBPM1X7","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Wed Jan 03 11:32:22 PST 2018","2","BatchId:3066589;OriginalHitTemplateId:926051498;","1800","259200","Thu Jan 04 11:32:22 PST 2018","","","3OLQQLKKNTXZ9F87CEC4XA4MZZFEJU","A20ALQT1HIVSAH","Submitted","Wed Jan 03 11:33:57 PST 2018","Wed Jan 03 11:34:03 PST 2018","Sat Jan 06 11:34:03 PST 2018","","","","6","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/699.html","category 1",""
"3XT3KXP24Z6XE5XTYC34K22PQ5UI6A","33SOUKKDKX8IN5TALKX5CVRFBPM1X7","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Wed Jan 03 11:32:22 PST 2018","2","BatchId:3066589;OriginalHitTemplateId:926051498;","1800","259200","Thu Jan 04 11:32:22 PST 2018","","","34PGFRQONPJTQFUYXE6AJGBM63KJWF","A1X94LTZZQMHTP","Submitted","Wed Jan 03 11:34:01 PST 2018","Wed Jan 03 11:34:02 PST 2018","Sat Jan 06 11:34:02 PST 2018","","","","1","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/700.html","category 1",""
"3XT3KXP24Z6XE5XTYC34K22PQ5UI6A","33SOUKKDKX8IN5TALKX5CVRFBPM1X7","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Wed Jan 03 11:32:22 PST 2018","2","BatchId:3066589;OriginalHitTemplateId:926051498;","1800","259200","Thu Jan 04 11:32:22 PST 2018","","","3C2NJ6JBKBP3XPNCYS9VOGCEBGUN25","ACSS93E03ZUGX","Submitted","Wed Jan 03 11:34:23 PST 2018","Wed Jan 03 11:39:33 PST 2018","Sat Jan 06 11:39:33 PST 2018","","","","310","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/700.html","category 1",""
"363A7XIFV4U3NDTWNWJZFWU5UQGVAA","33SOUKKDKX8IN5TALKX5CVRFBPM1X7","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Wed Jan 03 11:32:22 PST 2018","2","BatchId:3066589;OriginalHitTemplateId:926051498;","1800","259200","Thu Jan 04 11:32:22 PST 2018","","","3II4UPYCOKFB3WYKB9LTOTYNDI6DQR","A1ET2J1PIP0RGO","Submitted","Wed Jan 03 11:33:19 PST 2018","Wed Jan 03 11:37:50 PST 2018","Sat Jan 06 11:37:50 PST 2018","","","","271","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/701.html","category 1",""
"363A7XIFV4U3NDTWNWJZFWU5UQGVAA","33SOUKKDKX8IN5TALKX5CVRFBPM1X7","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Wed Jan 03 11:32:22 PST 2018","2","BatchId:3066589;OriginalHitTemplateId:926051498;","1800","259200","Thu Jan 04 11:32:22 PST 2018","","","3OSWBBLG1F5VCTZWXNGLI1UGALTDXO","A2EOOF9D135HQ1","Submitted","Wed Jan 03 11:33:30 PST 2018","Wed Jan 03 11:35:35 PST 2018","Sat Jan 06 11:35:35 PST 2018","","","","125","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/701.html","category 1",""
"36AZSFEYZ4886NYOTAJVA7EBC81VB5","33SOUKKDKX8IN5TALKX5CVRFBPM1X7","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Wed Jan 03 11:32:22 PST 2018","2","BatchId:3066589;OriginalHitTemplateId:926051498;","1800","259200","Thu Jan 04 11:32:22 PST 2018","","","30LSNF239V3BJOCL1CW3J8GXPH0I2K","AFKZZEURTCR8U","Submitted","Wed Jan 03 11:34:10 PST 2018","Wed Jan 03 11:40:33 PST 2018","Sat Jan 06 11:40:33 PST 2018","","","","383","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/702.html","category 7",""
"36AZSFEYZ4886NYOTAJVA7EBC81VB5","33SOUKKDKX8IN5TALKX5CVRFBPM1X7","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Wed Jan 03 11:32:22 PST 2018","2","BatchId:3066589;OriginalHitTemplateId:926051498;","1800","259200","Thu Jan 04 11:32:22 PST 2018","","","31HQ4X3T3TI6EO1PGU8M26LT4FTSLB","A110KENBXU7SUJ","Submitted","Wed Jan 03 11:36:07 PST 2018","Wed Jan 03 11:37:34 PST 2018","Sat Jan 06 11:37:34 PST 2018","","","","87","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/702.html","category 7",""
"3Y40HMYLL1QF6BCPTG183I3KH4GXUR","33SOUKKDKX8IN5TALKX5CVRFBPM1X7","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Wed Jan 03 11:32:22 PST 2018","2","BatchId:3066589;OriginalHitTemplateId:926051498;","1800","259200","Thu Jan 04 11:32:22 PST 2018","","","3ATTHHXXWBWCK4FIP1HW9YAT2Q1IXV","A1FP3SH704X01V","Submitted","Wed Jan 03 11:33:23 PST 2018","Wed Jan 03 11:33:36 PST 2018","Sat Jan 06 11:33:36 PST 2018","","","","13","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/703.html","category 2",""
"3Y40HMYLL1QF6BCPTG183I3KH4GXUR","33SOUKKDKX8IN5TALKX5CVRFBPM1X7","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Wed Jan 03 11:32:22 PST 2018","2","BatchId:3066589;OriginalHitTemplateId:926051498;","1800","259200","Thu Jan 04 11:32:22 PST 2018","","","3KV0LJBBH3TEJRJX1H9WC9VMII0MRJ","AFKZZEURTCR8U","Submitted","Wed Jan 03 11:34:07 PST 2018","Wed Jan 03 11:40:22 PST 2018","Sat Jan 06 11:40:22 PST 2018","","","","375","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/703.html","category 2",""
