"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.tweet_url","Answer.categories","Approve","Reject"
"306996CF6WSSKBIQMWZ63J7VN3J1B9","3SJVZHW5MXW1KV912V5LAI8Z8MMZDR","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Tue Jan 02 12:11:13 PST 2018","2","BatchId:3065580;OriginalHitTemplateId:926051498;","1800","259200","Wed Jan 03 12:11:13 PST 2018","","","3II4UPYCOKFB3WYKB9LTOTYNDFIDQX","AKSJ3C5O3V9RB","Submitted","Tue Jan 02 12:11:55 PST 2018","Tue Jan 02 12:20:34 PST 2018","Fri Jan 05 12:20:34 PST 2018","","","","519","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/024.html","category 1"
"306996CF6WSSKBIQMWZ63J7VN3J1B9","3SJVZHW5MXW1KV912V5LAI8Z8MMZDR","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Tue Jan 02 12:11:13 PST 2018","2","BatchId:3065580;OriginalHitTemplateId:926051498;","1800","259200","Wed Jan 03 12:11:13 PST 2018","","","3K5TEWLKGWJKGFANPMGELDD8MC5VIB","A1T79J0XQXDDGC","Submitted","Tue Jan 02 12:12:45 PST 2018","Tue Jan 02 12:15:41 PST 2018","Fri Jan 05 12:15:41 PST 2018","","","","176","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/024.html","category 1"
"30UZJB2POHKM5YFW8QMCOQM0BRB352","3SJVZHW5MXW1KV912V5LAI8Z8MMZDR","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Tue Jan 02 12:11:14 PST 2018","2","BatchId:3065580;OriginalHitTemplateId:926051498;","1800","259200","Wed Jan 03 12:11:14 PST 2018","","","3M1CVSFP61DD5PV8RZURYSQHSCLQA8","A24LUXW1DB1QI5","Submitted","Tue Jan 02 12:12:49 PST 2018","Tue Jan 02 12:14:37 PST 2018","Fri Jan 05 12:14:37 PST 2018","","","","108","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/054.html","category 2"
"30UZJB2POHKM5YFW8QMCOQM0BRB352","3SJVZHW5MXW1KV912V5LAI8Z8MMZDR","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Tue Jan 02 12:11:14 PST 2018","2","BatchId:3065580;OriginalHitTemplateId:926051498;","1800","259200","Wed Jan 03 12:11:14 PST 2018","","","3PW9OPU9PRS0JIGNT5BXR9ZB8C212I","A1LOD3LNX7FUPJ","Submitted","Tue Jan 02 12:12:52 PST 2018","Tue Jan 02 12:13:33 PST 2018","Fri Jan 05 12:13:33 PST 2018","","","","41","100% (1/1)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/054.html","category 1"
"30Y6N4AHYP49SDFRYM5R40D8UMORD1","3SJVZHW5MXW1KV912V5LAI8Z8MMZDR","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Tue Jan 02 12:11:13 PST 2018","2","BatchId:3065580;OriginalHitTemplateId:926051498;","1800","259200","Wed Jan 03 12:11:13 PST 2018","","","3QJOXOW4XKZPANESFBPWD2W33QMEM4","ATHS9CW2FLYUY","Submitted","Tue Jan 02 12:12:36 PST 2018","Tue Jan 02 12:12:40 PST 2018","Fri Jan 05 12:12:40 PST 2018","","","","4","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/047.html","category 1"
"30Y6N4AHYP49SDFRYM5R40D8UMORD1","3SJVZHW5MXW1KV912V5LAI8Z8MMZDR","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Tue Jan 02 12:11:13 PST 2018","2","BatchId:3065580;OriginalHitTemplateId:926051498;","1800","259200","Wed Jan 03 12:11:13 PST 2018","","","3VSOLARPKCH7T5F11I4VPPMMC2P393","A2NJ7N8INZOB00","Submitted","Tue Jan 02 12:12:01 PST 2018","Tue Jan 02 12:13:03 PST 2018","Fri Jan 05 12:13:03 PST 2018","","","","62","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/047.html","category 1"
"30ZKOOGW2WEN11DYGIZA88NP5LY1AE","3SJVZHW5MXW1KV912V5LAI8Z8MMZDR","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Tue Jan 02 12:11:13 PST 2018","2","BatchId:3065580;OriginalHitTemplateId:926051498;","1800","259200","Wed Jan 03 12:11:13 PST 2018","","","3FK0YFF9P0OP2LUNOTFX0232UE1VV8","A1LOD3LNX7FUPJ","Submitted","Tue Jan 02 12:13:00 PST 2018","Tue Jan 02 12:14:33 PST 2018","Fri Jan 05 12:14:33 PST 2018","","","","93","100% (1/1)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/023.html","category 1"
"30ZKOOGW2WEN11DYGIZA88NP5LY1AE","3SJVZHW5MXW1KV912V5LAI8Z8MMZDR","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Tue Jan 02 12:11:13 PST 2018","2","BatchId:3065580;OriginalHitTemplateId:926051498;","1800","259200","Wed Jan 03 12:11:13 PST 2018","","","3QILPRALQ63EJ4P1E9IWY7PHXDY8NZ","A1T79J0XQXDDGC","Submitted","Tue Jan 02 12:12:24 PST 2018","Tue Jan 02 12:13:52 PST 2018","Fri Jan 05 12:13:52 PST 2018","","","","88","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/023.html","category 2"
"31HLTCK4BL34X46Z9WB9BI58SKHGVT","3SJVZHW5MXW1KV912V5LAI8Z8MMZDR","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Tue Jan 02 12:11:13 PST 2018","2","BatchId:3065580;OriginalHitTemplateId:926051498;","1800","259200","Wed Jan 03 12:11:13 PST 2018","","","3ATPCQ38J9IMERMUI9BLBETJRL2AYV","A273DS7TQWR9M1","Submitted","Tue Jan 02 12:11:42 PST 2018","Tue Jan 02 12:11:56 PST 2018","Fri Jan 05 12:11:56 PST 2018","","","","14","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/050.html","category 1"
"31HLTCK4BL34X46Z9WB9BI58SKHGVT","3SJVZHW5MXW1KV912V5LAI8Z8MMZDR","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Tue Jan 02 12:11:13 PST 2018","2","BatchId:3065580;OriginalHitTemplateId:926051498;","1800","259200","Wed Jan 03 12:11:13 PST 2018","","","3YDTZAI2WYOAMWVAXJULKOW9SQY14E","A1LOD3LNX7FUPJ","Submitted","Tue Jan 02 12:12:53 PST 2018","Tue Jan 02 12:13:40 PST 2018","Fri Jan 05 12:13:40 PST 2018","","","","47","100% (1/1)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/050.html","category 1"
