"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.tweet_url","Answer.categories","Approve","Reject"
"38G0E1M85MDN2M7UT10QFX6Z1TIVUW","33SOUKKDKX8IN5TALKX5CVRFBPM1X7","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Wed Jan 03 14:06:52 PST 2018","1","BatchId:3066777;OriginalHitTemplateId:926051498;","1800","259200","Thu Jan 04 14:06:52 PST 2018","","","37Z929RLGAGUX19UP3ADOXVAYTWTSY","A1DABMXVWWL0TR","Submitted","Wed Jan 03 14:07:27 PST 2018","Wed Jan 03 14:07:55 PST 2018","Sat Jan 06 14:07:55 PST 2018","","","","28","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/400.html","category 1"
"3OEWW2KGQJJ6V0NB6UONA583J0QDO2","33SOUKKDKX8IN5TALKX5CVRFBPM1X7","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Wed Jan 03 14:06:34 PST 2018","1","BatchId:3066777;OriginalHitTemplateId:926051498;","1800","259200","Thu Jan 04 14:06:34 PST 2018","","","39N5ACM9HFVE0UKOZG122SPNH2N9PZ","A3BI0AX5T5GVO3","Submitted","Wed Jan 03 14:08:13 PST 2018","Wed Jan 03 14:08:14 PST 2018","Sat Jan 06 14:08:14 PST 2018","","","","1","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/600.html","category 1"
"3DIIW4IV8P3JZITFFOAPN4IBUEYI4Z","33SOUKKDKX8IN5TALKX5CVRFBPM1X7","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Wed Jan 03 14:06:33 PST 2018","1","BatchId:3066777;OriginalHitTemplateId:926051498;","1800","259200","Thu Jan 04 14:06:33 PST 2018","","","39K0FND3AINMKAXGZ6NAHJ6CIFUMAV","A222XREQ12K58P","Submitted","Wed Jan 03 14:09:26 PST 2018","Wed Jan 03 14:10:22 PST 2018","Sat Jan 06 14:10:22 PST 2018","","","","56","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/000.html","category 1"
"3JMQI2OLFZDODFNZ5FOAVG8YTQLDNN","33SOUKKDKX8IN5TALKX5CVRFBPM1X7","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Wed Jan 03 14:06:34 PST 2018","1","BatchId:3066777;OriginalHitTemplateId:926051498;","1800","259200","Thu Jan 04 14:06:34 PST 2018","","","3PZDLQMM0UTK6LQL920H85I2CDY2CM","A1LOD3LNX7FUPJ","Submitted","Wed Jan 03 14:08:39 PST 2018","Wed Jan 03 14:11:37 PST 2018","Sat Jan 06 14:11:37 PST 2018","","","","178","100% (1/1)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/601.html","category 1"
"3XQ4XW3OD9KYQIHOGMLFYRR0JY42SF","33SOUKKDKX8IN5TALKX5CVRFBPM1X7","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Wed Jan 03 14:06:28 PST 2018","1","BatchId:3066777;OriginalHitTemplateId:926051498;","1800","259200","Thu Jan 04 14:06:28 PST 2018","","","35GCEFQ6I6WMZWXE5GYU2DOFR9JZ3S","A2YAYHZYI7M3HD","Submitted","Wed Jan 03 14:07:42 PST 2018","Wed Jan 03 14:10:19 PST 2018","Sat Jan 06 14:10:19 PST 2018","","","","157","100% (131/131)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/800.html","category 4"
"3SA4EMRVJVAUHGYI9ID7KYTAZGD0PD","33SOUKKDKX8IN5TALKX5CVRFBPM1X7","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Wed Jan 03 14:06:34 PST 2018","1","BatchId:3066777;OriginalHitTemplateId:926051498;","1800","259200","Thu Jan 04 14:06:34 PST 2018","","","35LDD5557BCSWN62BX0ZBX98NROKM8","A3BI0AX5T5GVO3","Submitted","Wed Jan 03 14:08:36 PST 2018","Wed Jan 03 14:08:37 PST 2018","Sat Jan 06 14:08:37 PST 2018","","","","1","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/602.html","category 1"
"378G7J1SJL6JSFADTBQHXH3AMEQEW8","33SOUKKDKX8IN5TALKX5CVRFBPM1X7","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Wed Jan 03 14:06:52 PST 2018","1","BatchId:3066777;OriginalHitTemplateId:926051498;","1800","259200","Thu Jan 04 14:06:52 PST 2018","","","3FTF2T8WLSQ4K3HPB2FXUMXJAZPW9G","A3BI0AX5T5GVO3","Submitted","Wed Jan 03 14:07:27 PST 2018","Wed Jan 03 14:07:29 PST 2018","Sat Jan 06 14:07:29 PST 2018","","","","2","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/401.html","category 1"
"3UUIU9GZC5DR4FDQN5S363QY5R9T5W","33SOUKKDKX8IN5TALKX5CVRFBPM1X7","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Wed Jan 03 14:06:52 PST 2018","1","BatchId:3066777;OriginalHitTemplateId:926051498;","1800","259200","Thu Jan 04 14:06:52 PST 2018","","","3TR2532VIQ2VW0FS6WT6LMC9I2A6JM","AKSJ3C5O3V9RB","Submitted","Wed Jan 03 14:10:13 PST 2018","Wed Jan 03 14:26:07 PST 2018","Sat Jan 06 14:26:07 PST 2018","","","","954","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/402.html","category 1"
"3TC2K6WK9GAG7Y2F2OFAH0RZ74X82L","33SOUKKDKX8IN5TALKX5CVRFBPM1X7","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Wed Jan 03 14:06:33 PST 2018","1","BatchId:3066777;OriginalHitTemplateId:926051498;","1800","259200","Thu Jan 04 14:06:33 PST 2018","","","37M28K1J0RLWJ2RVW9AI1REVELZAJF","A1ZD9SJXQ9C6EW","Submitted","Wed Jan 03 14:08:51 PST 2018","Wed Jan 03 14:10:24 PST 2018","Sat Jan 06 14:10:24 PST 2018","","","","93","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/001.html","category 1"
"3X4Q1O9UBHUQERM1FHL1ADY7XPN7O3","33SOUKKDKX8IN5TALKX5CVRFBPM1X7","Categorizing Potentially Insulting Tweets (WARNING: This HIT may contain adult content. Worker discretion is advised.)","We are trying to determine whether a tweet is meant to insult to determine distributions of aggression on social media. To this end, we need your help in understanding the purpose of a message.","categorize label tweet","$0.05","Wed Jan 03 14:06:28 PST 2018","1","BatchId:3066777;OriginalHitTemplateId:926051498;","1800","259200","Thu Jan 04 14:06:28 PST 2018","","","39K0FND3AINMKAXGZ6NAHJ6CIFUAMJ","A3BI0AX5T5GVO3","Submitted","Wed Jan 03 14:08:56 PST 2018","Wed Jan 03 14:08:57 PST 2018","Sat Jan 06 14:08:57 PST 2018","","","","1","0% (0/0)","0% (0/0)","0% (0/0)","https://s3.amazonaws.com/misexp/801.html","category 1"
